CUSTOMER_ID,CHURNED_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
C100229,0.21016048916980035,0,NO,0%
C100237,0.25230950306907796,0,NO,0%
C100241,0.2546375099966725,0,NO,0%
C100244,0.31957774643225895,0,NO,0%
C100245,0.7491757352108498,1,NO,0%
C100247,0.41447358191667266,0,NO,0%
C100253,0.5349778105237285,1,NO,0%
C100254,0.7888559486229034,1,NO,0%
C100258,0.6697933581918962,1,NO,0%
C100260,0.340326607474308,0,NO,0%
C100261,0.39671214614796846,0,NO,0%
C100265,0.2300630139666983,0,NO,0%
C100267,0.32711638674522137,0,YES,10%
C100269,0.871583009821934,1,NO,0%
C100273,0.10351728304843617,0,NO,0%
C100285,0.5091251355711668,1,NO,0%
C100291,0.6442914478096414,1,NO,0%
C100296,0.5806920191957237,1,NO,0%
C100301,0.37960199214591933,0,NO,0%
C100302,0.37659696658564956,0,YES,0%
C100304,0.20324056553235453,0,NO,0%
C100305,0.46548546420536474,0,NO,0%
C100310,0.32218194874482353,0,NO,0%
C100311,0.36361533919223593,0,YES,0%
C100312,0.8402343145987828,1,NO,0%
C100320,0.3987689789007161,0,YES,0%
C100324,0.3390401915523386,0,NO,0%
C100327,0.4474974468776784,0,NO,0%
C100328,0.7289282522161477,1,NO,0%
C100329,0.1975452681120975,0,NO,0%
C100332,0.4118198617501012,0,NO,0%
C100334,0.6418862933266654,1,NO,0%
C100336,0.39031634861198194,0,NO,0%
C100339,0.7303341179188774,1,NO,0%
C100346,0.36155183565014304,0,NO,0%
C100355,0.8113000569754362,1,NO,0%
C100358,0.588100054207605,1,NO,0%
C100363,0.854740983619573,1,NO,0%
C100365,0.8228349908691184,1,NO,0%
C100372,0.3356637961085951,0,NO,0%
C100376,0.2066509318515126,0,NO,0%
C100379,0.7690466691974542,1,NO,0%
C100382,0.9362860193457881,1,NO,0%
C100386,0.47418385879774944,0,YES,0%
C100389,0.5922774352888545,1,NO,0%
C100396,0.33880576281376007,0,NO,0%
C100401,0.3203981101517838,0,NO,0%
C100403,0.11935832693943436,0,NO,0%
C100408,0.1804751152786783,0,NO,0%
C100409,0.46241550162015427,0,YES,0%
C100416,0.26441179477960053,0,NO,0%
C100424,0.7563801572433339,1,NO,0%
C100428,0.6470115580461514,1,NO,0%
C100432,0.681374985342689,1,NO,0%
C100436,0.7166634439133348,1,NO,0%
C100438,0.6018344547795877,1,NO,0%
C100443,0.7285416436829816,1,NO,0%
C100445,0.7910972879804813,1,NO,0%
C100449,0.246828529998448,0,NO,0%
C100454,0.21535544560723072,0,NO,0%
C100455,0.2212245150589415,0,NO,0%
C100458,0.5191237703374842,1,NO,0%
C100464,0.9498191011146938,1,NO,0%
C100465,0.10839015254868033,0,NO,0%
C100467,0.43432116412250504,0,NO,0%
C100468,0.541763841757893,1,NO,0%
C100469,0.656322769953267,1,NO,0%
C100478,0.2930185314017692,0,NO,0%
C100480,0.8069356484674937,1,NO,0%
C100483,0.6020774111730106,1,NO,0%
C100487,0.0950647814042992,0,NO,0%
C100490,0.8755681811388014,1,NO,0%
C100502,0.8489548278406294,1,NO,0%
C100506,0.8017783433112269,1,NO,0%
C100517,0.21201315519834965,0,NO,0%
C100525,0.38849641032885607,0,NO,0%
C100533,0.6885843097318224,1,NO,0%
C100537,0.20123126659154944,0,NO,0%
C100546,0.3053004094191801,0,YES,0%
C100554,0.4778153524259927,0,NO,0%
C100563,0.8981723149980668,1,NO,0%
C100564,0.21033616749361908,0,NO,0%
C100571,0.5629635975924739,1,NO,0%
C100573,0.8506551346201882,1,NO,0%
C100575,0.23795735072239754,0,NO,0%
C100576,0.5425005567306428,1,NO,0%
C100578,0.08903584904649638,0,NO,0%
C100580,0.2172194856749081,0,NO,0%
C100588,0.3304990603322004,0,NO,0%
C100589,0.5622472513629425,1,NO,0%
C100595,0.36505716736724547,0,NO,0%
C100598,0.5356722796871292,1,NO,0%
C100599,0.15885297188611996,0,NO,0%
C100600,0.5949700284290456,1,NO,0%
C100608,0.712189859300257,1,NO,0%
C100611,0.5820443501279929,1,NO,0%
C100613,0.5383394028576969,1,NO,0%
C100617,0.27217206288708573,0,NO,0%
C100619,0.8050927716616096,1,NO,0%
C100625,0.8272668703202627,1,NO,0%
C100627,0.37935931642196224,0,NO,0%
C100630,0.6400737916416549,1,NO,0%
C100631,0.23889340887874436,0,NO,0%
C100632,0.16983372796653537,0,NO,0%
C100640,0.18243097751927756,0,NO,0%
C100643,0.449765745497831,0,NO,0%
C100647,0.1531795307026868,0,NO,0%
C100648,0.6886537387900319,1,NO,0%
C100649,0.7293852828903186,1,NO,0%
C100651,0.5872092117111088,1,NO,0%
C100659,0.5360115567005447,1,NO,0%
C100663,0.1979570245913656,0,NO,0%
C100665,0.5248000056090523,1,NO,0%
C100667,0.3865342821681139,0,NO,0%
C100669,0.7049267203065055,1,NO,0%
C100679,0.09230625877740979,0,NO,0%
C100687,0.26706112029466006,0,NO,0%
C100697,0.5828045798660698,1,NO,0%
C100698,0.5182506920149362,1,NO,0%
C100702,0.23878596074995134,0,NO,0%
C100708,0.4414192023750461,0,NO,0%
C100711,0.1616154619759618,0,NO,0%
C100713,0.3948384481044939,0,NO,0%
C100714,0.11247738128211059,0,NO,0%
C100723,0.2246846673583196,0,NO,0%
C100731,0.8882266824401657,1,NO,0%
C100733,0.26439394521202436,0,NO,0%
C100735,0.3120947822275368,0,NO,0%
C100736,0.4673309937167482,0,NO,0%
C100748,0.2995571117862172,0,NO,0%
C100756,0.4266857756752952,0,YES,0%
C100758,0.1268946160549176,0,NO,0%
C100761,0.4107464616768066,0,NO,0%
C100765,0.47624174340791275,0,NO,0%
C100766,0.3843630333658893,0,NO,0%
C100767,0.5398672532877142,1,NO,0%
C100775,0.6607962639278048,1,NO,0%
C100776,0.4317048243701702,0,NO,0%
C100782,0.5164032389306142,1,NO,0%
C100793,0.16229253780522937,0,NO,0%
C100795,0.09373487423579996,0,NO,0%
C100801,0.64552220138268,1,NO,0%
C100806,0.3783941878755536,0,NO,0%
C100810,0.6179451667726656,1,NO,0%
C100812,0.6391210523654611,1,NO,0%
C100817,0.6598981295681301,1,NO,0%
C100818,0.5073628964443441,1,NO,0%
C100826,0.30010224058571344,0,NO,0%
C100831,0.29219655655009713,0,NO,0%
C100836,0.2783109243184679,0,NO,0%
C100838,0.37895881608409165,0,NO,0%
C100840,0.5278385446491574,1,NO,0%
C100841,0.6984154737812778,1,NO,0%
C100847,0.4673914494826645,0,NO,0%
C100850,0.7070655474145321,1,NO,0%
C100854,0.7812630550664624,1,NO,0%
C100858,0.07096539107155984,0,NO,0%
C100860,0.5758159388909636,1,NO,0%
C100861,0.9330041053383258,1,NO,0%
C100864,0.13443996664528468,0,NO,0%
C100866,0.2093157282028552,0,NO,0%
C100874,0.5193313774240895,1,NO,0%
C100875,0.4759034554414216,0,NO,0%
C100876,0.8071386204763111,1,NO,0%
C100877,0.6262230568901813,1,NO,0%
C100882,0.17653208844246845,0,NO,0%
C100888,0.6442604308500246,1,NO,0%
C100895,0.21914469971946549,0,NO,0%
C100901,0.24199953715534261,0,NO,0%
C100908,0.5131520010069714,1,NO,0%
C100909,0.8853143495243058,1,NO,0%
C100911,0.5575814385490937,1,NO,0%
C100914,0.5078931878267495,1,NO,0%
C100916,0.22342663929541187,0,NO,0%
C100918,0.7907196243354473,1,NO,0%
C100922,0.813848739130738,1,NO,0%
C100934,0.6125711459178026,1,NO,0%
C100935,0.7903238334041918,1,NO,0%
C100936,0.3468226358818624,0,NO,0%
C100950,0.8108880516191339,1,NO,0%
C100951,0.5613433738320042,1,NO,0%
C100952,0.30528026140386444,0,NO,0%
C100959,0.8368375741800117,1,NO,0%
C100962,0.2960882487725979,0,NO,0%
C100963,0.8271250657399858,1,NO,0%
C100973,0.14695263146834614,0,NO,0%
C100987,0.2304815854887043,0,NO,0%
C100990,0.357233209771645,0,NO,0%
C100991,0.1887284064086306,0,NO,0%
C100994,0.910720385633844,1,NO,0%
C100997,0.4094778291294995,0,NO,0%
C100998,0.7510780630323729,1,NO,0%
C101000,0.19126117110945243,0,NO,0%
C101008,0.6043265593783207,1,NO,0%
C101009,0.1864875809365359,0,NO,0%
C101011,0.8140593655665164,1,NO,0%
C101015,0.136307367279548,0,NO,0%
C101016,0.5586703922421467,1,NO,0%
C101018,0.7514183793558389,1,NO,0%
C101019,0.22973837088717589,0,NO,0%
C101027,0.7674657336025237,1,NO,0%
C101028,0.5009575626807071,1,NO,0%
C101034,0.6670713220806934,1,NO,0%
C101036,0.5609713710385259,1,NO,0%
C101043,0.6890951022134078,1,NO,0%
C101046,0.5864765756176734,1,NO,0%
C101048,0.39528948516325946,0,NO,0%
C101051,0.27831113526482176,0,NO,0%
C101052,0.2401617655266633,0,NO,0%
C101057,0.65948328663957,1,NO,0%
C101063,0.8405098049080592,1,NO,0%
C101069,0.8598977971416067,1,NO,0%
C101079,0.5398056347126972,1,NO,0%
C101080,0.7428671328892636,1,NO,0%
C101088,0.5360771903178241,1,NO,0%
C101090,0.542986413824595,1,NO,0%
C101091,0.38201013716890675,0,NO,0%
C101092,0.6210231053778039,1,NO,0%
C101095,0.690850953898237,1,NO,0%
C101100,0.25498298006890163,0,NO,0%
C101102,0.5730170439806958,1,NO,0%
C101118,0.5350115380171002,1,NO,0%
C101123,0.36607649107440293,0,YES,0%
C101126,0.3808031126765285,0,YES,0%
C101127,0.24519564421358633,0,NO,0%
C101128,0.3197693492175104,0,NO,0%
C101129,0.45302735271465405,0,NO,0%
C101139,0.4961329355675425,0,NO,0%
C101140,0.5854926670668898,1,NO,0%
C101141,0.42246722100481204,0,NO,0%
C101142,0.8328810794811127,1,NO,0%
C101146,0.6383054631193325,1,NO,0%
C101150,0.13210676889177503,0,NO,0%
C101151,0.5812722628107231,1,NO,0%
C101152,0.5580157525583656,1,NO,0%
C101154,0.3884906768931842,0,NO,0%
C101155,0.3080353486726289,0,NO,0%
C101158,0.7129954819398586,1,NO,0%
C101169,0.4403181939439364,0,NO,0%
C101170,0.39265773014330996,0,NO,0%
C101174,0.8109140626722398,1,NO,0%
C101187,0.26189067611677247,0,NO,0%
C101193,0.5114120397853887,1,NO,0%
C101200,0.724890317636163,1,NO,0%
C101203,0.6656754797102254,1,NO,0%
C101204,0.6278130528439949,1,NO,0%
C101206,0.1669068145086975,0,NO,0%
C101209,0.1697830112759731,0,NO,0%
C101213,0.5829707039986428,1,NO,0%
C101218,0.17045153719588532,0,NO,0%
C101220,0.8140090661592672,1,NO,0%
C101221,0.6307684889999057,1,NO,0%
C101224,0.6158285597725875,1,NO,0%
C101230,0.6235163523808981,1,NO,0%
C101231,0.915649191867333,1,NO,0%
C101232,0.4407497220066208,0,NO,0%
C101239,0.7244099719486757,1,NO,0%
C101242,0.40523583988295064,0,NO,0%
C101252,0.11874489586648843,0,NO,0%
C101255,0.6388989006260862,1,NO,0%
C101256,0.4021057137371133,0,YES,0%
C101258,0.721948214523134,1,NO,0%
C101264,0.7169953727574037,1,NO,0%
C101269,0.1072610428711579,0,NO,0%
C101271,0.41138949167670646,0,NO,0%
C101277,0.10971504735866587,0,NO,0%
C101278,0.7856304972051841,1,NO,0%
C101284,0.6061887215465483,1,NO,0%
C101287,0.8842995814850086,1,NO,0%
C101291,0.18492490914387005,0,NO,0%
C101295,0.21548199277279606,0,NO,0%
C101298,0.554749316759568,1,NO,0%
C101300,0.8238751002759526,1,NO,0%
C101304,0.4129180571346367,0,NO,0%
C101305,0.5496060462318185,1,NO,0%
C101316,0.07997306713512933,0,NO,0%
C101318,0.9048668122177428,1,NO,0%
C101325,0.2223086210760147,0,NO,0%
C101326,0.3617610680109232,0,NO,0%
C101345,0.8411147692496617,1,NO,0%
C101349,0.3360603604807774,0,YES,0%
C101352,0.7977430846829988,1,NO,0%
C101355,0.5225327038738887,1,NO,0%
C101356,0.47360407210111016,0,NO,0%
C101359,0.5063103242943932,1,NO,0%
C101360,0.8636038527216299,1,NO,0%
C101366,0.457703508808452,0,NO,0%
C101368,0.36640278130177223,0,NO,0%
C101372,0.9312865671846178,1,NO,0%
C101376,0.1158815080869352,0,NO,0%
C101386,0.49457548646525334,0,NO,0%
C101388,0.5839768791755673,1,NO,0%
C101392,0.2501705809338916,0,NO,0%
C101393,0.07610060620860801,0,NO,0%
C101395,0.4083817359690077,0,NO,0%
C101398,0.25961816517954367,0,NO,0%
C101406,0.5922164776015959,1,NO,0%
C101409,0.8643026954924999,1,NO,0%
C101412,0.44642023207251796,0,NO,0%
C101414,0.7288001576278603,1,NO,0%
C101416,0.4969411184617615,0,YES,0%
C101422,0.5984396284466023,1,NO,0%
C101424,0.813662744272322,1,NO,0%
C101437,0.12429325776986755,0,NO,0%
C101444,0.6206632512881757,1,NO,0%
C101445,0.6467023304840404,1,NO,0%
C101446,0.6547412831375665,1,NO,0%
C101449,0.36866160830711825,0,NO,0%
C101451,0.545130506911044,1,NO,0%
C101453,0.8209804799449257,1,NO,0%
C101457,0.5043118945156418,1,NO,0%
C101458,0.1539756511435293,0,NO,0%
C101459,0.42021574265031336,0,NO,0%
C101460,0.8113960708033013,1,NO,0%
C101461,0.3289187771958497,0,NO,0%
C101462,0.3088862534370246,0,NO,0%
C101473,0.6618389729181974,1,NO,0%
C101477,0.7415950053700452,1,NO,0%
C101478,0.43966513833689325,0,NO,0%
C101479,0.25832323904132914,0,NO,0%
C101489,0.7075410591563307,1,NO,0%
C101501,0.22154861387066707,0,NO,0%
C101511,0.1473131902597535,0,NO,0%
C101514,0.20649459428571068,0,NO,0%
C101516,0.5763981078410532,1,NO,0%
C101528,0.7539778742878035,1,NO,0%
C101532,0.20651723525951182,0,NO,0%
C101534,0.4323856400061483,0,NO,0%
C101535,0.4717341338819354,0,NO,0%
C101538,0.7842400119488623,1,NO,0%
C101542,0.6421924346021193,1,NO,0%
C101543,0.6191296302254521,1,NO,0%
C101545,0.6188671022327638,1,NO,0%
C101546,0.8896779672792555,1,NO,0%
C101551,0.24634793107633415,0,NO,0%
C101552,0.8372554444747163,1,NO,0%
C101553,0.11305503670664233,0,NO,0%
C101563,0.6159952444834826,1,NO,0%
C101564,0.6404815145372396,1,NO,0%
C101565,0.263279445954799,0,NO,0%
C101567,0.4678736877118519,0,NO,0%
C101575,0.6841641103956049,1,NO,0%
C101577,0.3120886708872108,0,NO,0%
C101581,0.6258722965206671,1,NO,0%
C101585,0.8095914825384466,1,NO,0%
C101589,0.3298064304835644,0,NO,0%
C101592,0.33600439057540965,0,NO,0%
C101593,0.26853856546909294,0,NO,0%
C101594,0.9201158412909267,1,NO,0%
C101595,0.2185024421073436,0,NO,0%
C101597,0.3286294511310619,0,NO,0%
C101599,0.24992996858693356,0,NO,0%
C101606,0.6080218611234409,1,NO,0%
C101611,0.49978971480498785,0,NO,0%
C101614,0.3010753328322375,0,NO,0%
C101624,0.5274448884875662,1,NO,0%
C101625,0.19710943068844963,0,NO,0%
C101632,0.238426333050845,0,NO,0%
C101635,0.3902120516643498,0,NO,0%
C101636,0.5452776531162036,1,NO,0%
C101637,0.21552319178817295,0,NO,0%
C101643,0.5665182024013152,1,NO,0%
C101645,0.7859456160766729,1,NO,0%
C101649,0.8041397238227288,1,NO,0%
C101655,0.521555015274522,1,NO,0%
C101658,0.393209413054799,0,NO,0%
C101659,0.2088265619213388,0,NO,0%
C101662,0.5356433161977776,1,NO,0%
C101665,0.2766679622870646,0,NO,0%
C101669,0.6318932819286288,1,NO,0%
C101673,0.6555745489521942,1,NO,0%
C101674,0.8063873312132207,1,NO,0%
C101678,0.4340690471255165,0,NO,0%
C101680,0.19373466397175595,0,NO,0%
C101685,0.4222643220443742,0,NO,0%
C101692,0.8302270457860037,1,NO,0%
C101693,0.5993145928122947,1,NO,0%
C101694,0.48460201113663753,0,NO,0%
C101701,0.4978136776803254,0,NO,0%
C101702,0.2722962919465305,0,NO,0%
C101703,0.18923493234134448,0,NO,0%
C101705,0.33685750892786953,0,YES,0%
C101709,0.565582091819379,1,NO,0%
C101714,0.3803168911762754,0,NO,0%
C101715,0.8491860198774058,1,NO,0%
C101721,0.21320330466371076,0,NO,0%
C101722,0.38117638468127085,0,NO,0%
C101727,0.22658892486818163,0,NO,0%
C101729,0.7001961058069803,1,NO,0%
C101733,0.3186415348009757,0,NO,0%
C101734,0.7428749991167694,1,NO,0%
C101739,0.3520662015683474,0,NO,0%
C101741,0.4397446665891173,0,YES,0%
C101744,0.6665991623156212,1,NO,0%
C101745,0.5188165623882248,1,NO,0%
C101750,0.32199000205449974,0,NO,0%
C101753,0.5093122514647241,1,NO,0%
C101754,0.5748974526592868,1,NO,0%
C101756,0.24970249496766578,0,NO,0%
C101757,0.594762645203829,1,NO,0%
C101758,0.5383136745977993,1,NO,0%
C101759,0.5721109784419705,1,NO,0%
C101771,0.2957964016777609,0,NO,0%
C101780,0.573862119684226,1,NO,0%
C101782,0.4198804710258748,0,YES,0%
C101791,0.6897979252288641,1,NO,0%
C101793,0.8065107222533859,1,NO,0%
C101796,0.40115022804970885,0,NO,0%
C101803,0.4967756613334918,0,NO,0%
C101805,0.286751792801733,0,NO,0%
C101806,0.8105593241511188,1,NO,0%
C101814,0.2214790314948765,0,NO,0%
C101828,0.5973462660194184,1,NO,0%
C101831,0.7075706888858456,1,NO,0%
C101834,0.2604218245001762,0,NO,0%
C101838,0.21252587695369904,0,NO,0%
C101839,0.7602198758611061,1,NO,0%
C101843,0.6369741983453745,1,NO,0%
C101846,0.0575413224394899,0,NO,0%
C101851,0.7336573255454386,1,NO,0%
C101852,0.56817303960447,1,NO,0%
C101858,0.5925714106931003,1,NO,0%
C101859,0.3418435695119334,0,NO,0%
C101861,0.30917377460417633,0,NO,0%
C101864,0.44693334292604875,0,NO,0%
C101868,0.5222913454203457,1,NO,0%
C101872,0.4231146173574239,0,NO,0%
C101876,0.8430662728585826,1,NO,0%
C101879,0.587293672420321,1,NO,0%
C101886,0.5998160205455053,1,NO,0%
C101892,0.41046533389000905,0,NO,0%
C101893,0.3927487241006015,0,NO,0%
C101898,0.4684837285008104,0,NO,0%
C101900,0.38488134211520686,0,NO,0%
C101901,0.6779404237139218,1,NO,0%
C101903,0.834504749004665,1,NO,0%
C101904,0.7218970313239783,1,NO,0%
C101906,0.7475471764802477,1,NO,0%
C101908,0.2831911458674063,0,NO,0%
C101914,0.8582726804979178,1,NO,0%
C101918,0.8187520631806267,1,NO,0%
C101920,0.1982088707723032,0,NO,0%
C101921,0.12814296140480735,0,NO,0%
C101927,0.7422629757978499,1,NO,0%
C101932,0.7330801812397835,1,NO,0%
C101936,0.4713644480650951,0,NO,0%
C101937,0.3882204221282397,0,NO,0%
C101938,0.39409430092904707,0,NO,0%
C101939,0.6517307794321285,1,NO,0%
C101940,0.7221032015252783,1,NO,0%
C101953,0.7401067045652779,1,NO,0%
C101954,0.847817718096238,1,NO,0%
C101966,0.4349217285831274,0,NO,0%
C101969,0.7226253444188232,1,NO,0%
C101981,0.1764624800227077,0,NO,0%
C101982,0.6659213261776731,1,NO,0%
C101989,0.6143594208383246,1,NO,0%
C101991,0.3782872006919794,0,YES,0%
C101997,0.6486306008516656,1,NO,0%
C101999,0.5070224623448085,1,NO,0%
C102000,0.8263822583446617,1,NO,0%
C102003,0.2733970550844625,0,NO,0%
C102004,0.8298252592611945,1,NO,0%
C102009,0.16007507337118046,0,NO,0%
C102013,0.08140037433983704,0,NO,0%
C102015,0.6235737129796517,1,NO,0%
C102017,0.41376094967361327,0,NO,0%
C102019,0.5870562852335359,1,NO,0%
C102021,0.5670388452844956,1,NO,0%
C102023,0.8819598838101566,1,NO,0%
C102031,0.17415388825071315,0,NO,0%
C102035,0.5604333809373322,1,NO,0%
C102038,0.4342851719513256,0,NO,0%
C102041,0.5515502174608681,1,NO,0%
C102049,0.572038938117672,1,NO,0%
C102050,0.14046952106296073,0,NO,0%
C102051,0.46669869334329533,0,NO,0%
C102053,0.7140005347992086,1,NO,0%
C102054,0.8449620364213161,1,NO,0%
C102057,0.5134121538731247,1,NO,0%
C102058,0.7865026607501873,1,NO,0%
C102060,0.44251094002696056,0,NO,0%
C102063,0.5293663378323672,1,NO,0%
C102066,0.3838063256808975,0,NO,0%
C102069,0.7841374486719886,1,NO,0%
C102070,0.16677226110220728,0,NO,0%
C102076,0.3692611390069765,0,NO,0%
C102078,0.1377182619844131,0,NO,0%
C102083,0.5259233084019317,1,NO,0%
C102088,0.6789682343479874,1,NO,0%
C102097,0.8572502499946903,1,NO,0%
C102102,0.46617704585841563,0,NO,0%
C102107,0.7248484111819935,1,NO,0%
C102123,0.18865453811808292,0,NO,0%
C102128,0.6431326990707096,1,NO,0%
C102129,0.2525797003753515,0,NO,0%
C102135,0.8409882468877974,1,NO,0%
C102140,0.849152277024394,1,NO,0%
C102144,0.42200736838915903,0,NO,0%
C102147,0.44503581840241185,0,NO,0%
C102149,0.7220166206382576,1,NO,0%
C102161,0.4794151550164815,0,NO,0%
C102164,0.3694910285459493,0,NO,0%
C102167,0.16581206881563232,0,NO,0%
C102171,0.5727543955611812,1,NO,0%
C102176,0.5653358506127851,1,NO,0%
C102183,0.3671544654875567,0,YES,0%
C102186,0.9011484753653449,1,NO,0%
C102188,0.3019395772979123,0,NO,0%
C102189,0.3807664996605543,0,NO,0%
C102198,0.25713067255874633,0,NO,0%
C102207,0.7099598947996726,1,NO,0%
C102209,0.770048119915539,1,NO,0%
C102220,0.8823627307490566,1,NO,0%
C102221,0.4415244017329564,0,NO,0%
C102224,0.34150778464787057,0,NO,0%
C102234,0.36452917196754747,0,NO,0%
C102236,0.4526411854793205,0,NO,0%
C102237,0.41754369482122744,0,YES,0%
C102239,0.28249255007709423,0,NO,0%
C102245,0.6252116242568674,1,NO,0%
C102246,0.44503653033134366,0,YES,0%
C102250,0.5626546430448335,1,NO,0%
C102251,0.6522230822164437,1,NO,0%
C102258,0.761415992831007,1,NO,0%
C102260,0.7156367125830742,1,NO,0%
C102262,0.17067361157563968,0,NO,0%
C102264,0.4845679027202262,0,NO,0%
C102268,0.24651282339147035,0,NO,0%
C102271,0.5160860893995303,1,NO,0%
C102272,0.2953430186439198,0,NO,0%
C102274,0.3078726757026862,0,YES,0%
C102276,0.5601260487823889,1,NO,0%
C102279,0.7772042694929182,1,NO,0%
C102288,0.18440131574258678,0,NO,0%
C102289,0.6443129798004676,1,NO,0%
C102292,0.4792828201710172,0,NO,0%
C102295,0.7294447260272254,1,NO,0%
C102306,0.6284297287287538,1,NO,0%
C102313,0.6097438203139429,1,NO,0%
C102316,0.8414083051980229,1,NO,0%
C102319,0.774409513052215,1,NO,0%
C102330,0.7707205041594887,1,NO,0%
C102337,0.12256502520518314,0,NO,0%
C102340,0.5674016220157293,1,NO,0%
C102342,0.6406849689306562,1,NO,0%
C102343,0.27358320638323186,0,NO,0%
C102345,0.8593842582345875,1,NO,0%
C102360,0.4494954435759879,0,NO,0%
C102372,0.4605500963960386,0,NO,0%
C102375,0.9089345835739897,1,NO,0%
C102389,0.6536778991757776,1,NO,0%
C102392,0.4020408032284763,0,NO,0%
C102397,0.5550693677523292,1,NO,0%
C102398,0.5367630036470293,1,NO,0%
C102407,0.7300895272785115,1,NO,0%
C102408,0.2940626994229419,0,NO,0%
C102409,0.5182782331760699,1,NO,0%
C102413,0.30305206912838684,0,NO,0%
C102418,0.6474854767568987,1,NO,0%
C102419,0.4280983026003235,0,NO,0%
C102420,0.37174587923764674,0,NO,0%
C102421,0.46744643565136557,0,NO,0%
C102423,0.8244630080092046,1,NO,0%
C102424,0.4555079490095958,0,NO,0%
C102426,0.7105799245195393,1,NO,0%
C102430,0.5241866725105907,1,NO,0%
C102434,0.30423087050782543,0,YES,0%
C102441,0.07239045579126674,0,NO,0%
C102442,0.9119991428501433,1,NO,0%
C102443,0.24682283708476835,0,NO,0%
C102444,0.5078208676622533,1,NO,0%
C102449,0.31546093256182434,0,NO,0%
C102453,0.36244036996557255,0,YES,0%
C102454,0.5682426461090258,1,NO,0%
C102455,0.418704433156851,0,NO,0%
C102464,0.7296916548118771,1,NO,0%
C102465,0.3814004174068762,0,NO,0%
C102466,0.7094308280260259,1,NO,0%
C102475,0.5095782949527683,1,NO,0%
C102487,0.15897208740859026,0,NO,0%
C102490,0.8150788584976103,1,NO,0%
C102493,0.2268427152122845,0,NO,0%
C102496,0.6377816453536214,1,NO,0%
C102506,0.3097299189607915,0,NO,0%
C102509,0.4328455553229056,0,NO,0%
C102518,0.641757809011178,1,NO,0%
C102519,0.5547439383039836,1,NO,0%
C102527,0.4573975113728768,0,NO,0%
C102531,0.6961981204018362,1,NO,0%
C102539,0.7663882635300056,1,NO,0%
C102540,0.4361666882717212,0,NO,0%
C102547,0.715667457016997,1,NO,0%
C102548,0.4962509448286284,0,NO,0%
C102550,0.8808537623750761,1,NO,0%
C102551,0.444052983084,0,NO,0%
C102553,0.1705447781342719,0,NO,0%
C102555,0.27294136581550765,0,NO,0%
C102559,0.6341710095256087,1,NO,0%
C102560,0.8622324892400001,1,NO,0%
C102561,0.30449414655340185,0,NO,0%
C102565,0.4128976390595464,0,NO,0%
