CUSTOMER_ID,CHURNED_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
C100864,0.09989773482084274,0,NO,0%
C100866,0.14345890283584595,0,NO,0%
C100874,0.7624526023864746,1,NO,0%
C100875,0.2875101864337921,0,NO,0%
C100876,0.7882705330848694,1,NO,0%
C100877,0.322597861289978,0,NO,0%
C100882,0.20344415307044983,0,NO,0%
C100888,0.8679903745651245,1,NO,0%
C100895,0.19078214466571808,0,NO,0%
C100901,0.3201178312301636,0,NO,0%
C100908,0.3840543031692505,0,NO,0%
C100909,0.9624708294868469,1,NO,0%
C100911,0.25776877999305725,0,NO,0%
C100914,0.5036211609840393,1,NO,0%
C100916,0.08143938332796097,0,NO,0%
C100918,0.6644175052642822,1,NO,0%
C100922,0.7578765153884888,1,NO,0%
C100934,0.9276350140571594,1,NO,0%
C100935,0.9006247520446777,1,NO,0%
C100936,0.16193252801895142,0,NO,0%
C100950,0.786830723285675,1,NO,0%
C100951,0.7242525219917297,1,NO,0%
C100952,0.1384444236755371,0,NO,0%
C100959,0.764948308467865,1,NO,0%
C100962,0.1223849356174469,0,NO,0%
C100963,0.7803382277488708,1,NO,0%
C100973,0.28854304552078247,0,NO,0%
C100987,0.967254102230072,1,NO,0%
C100990,0.5304194688796997,1,NO,0%
C100991,0.22650347650051117,0,NO,0%
C100994,0.8652396202087402,1,NO,0%
C100997,0.08649838715791702,0,NO,0%
C100998,0.4860023856163025,0,NO,0%
C101000,0.38287752866744995,0,NO,0%
C101008,0.38869568705558777,0,NO,0%
C101009,0.14452528953552246,0,NO,0%
C101011,0.8273583650588989,1,NO,0%
C101015,0.5208820104598999,1,NO,0%
C101016,0.7726131081581116,1,NO,0%
C101018,0.4370270371437073,0,NO,0%
C101019,0.2424699366092682,0,NO,0%
C101027,0.375203013420105,0,NO,0%
C101028,0.7828251123428345,1,NO,0%
C101034,0.7873268127441406,1,NO,0%
C101036,0.7498692870140076,1,NO,0%
C101043,0.7568840384483337,1,NO,0%
C101046,0.5356726050376892,1,NO,0%
C101048,0.5857921242713928,1,NO,0%
C101051,0.0810609757900238,0,NO,0%
C101052,0.16600832343101501,0,NO,0%
C101057,0.8037029504776001,1,NO,0%
C101063,0.4715930223464966,0,NO,0%
C101069,0.8732017278671265,1,NO,0%
C101079,0.507255494594574,1,NO,0%
C101080,0.36818575859069824,0,NO,0%
C101088,0.5597096681594849,1,NO,0%
C101090,0.6182577013969421,1,NO,0%
C101091,0.1511310636997223,0,NO,0%
C101092,0.3048456311225891,0,NO,0%
C101095,0.5331459641456604,1,NO,0%
C101100,0.1665504425764084,0,NO,0%
C101102,0.4863753318786621,0,NO,0%
C101118,0.25507545471191406,0,NO,0%
C101123,0.6061928272247314,1,NO,0%
C101126,0.2865336537361145,0,NO,0%
C101127,0.17841991782188416,0,NO,0%
C101128,0.1543043851852417,0,NO,0%
C101129,0.39959871768951416,0,NO,0%
C101139,0.2971641719341278,0,NO,0%
C101140,0.3420311510562897,0,NO,0%
C101141,0.3549782931804657,0,NO,0%
C101142,0.5805880427360535,1,NO,0%
C101146,0.41233959794044495,0,NO,0%
C101150,0.13527801632881165,0,NO,0%
C101151,0.8226774334907532,1,NO,0%
C101152,0.9161732792854309,1,NO,0%
C101154,0.5252811908721924,1,NO,0%
C101155,0.18158355355262756,0,NO,0%
C101158,0.7988070249557495,1,NO,0%
C101169,0.6965521574020386,1,NO,0%
C101170,0.19245870411396027,0,NO,0%
C101174,0.8317853212356567,1,NO,0%
C101187,0.0811476930975914,0,NO,0%
C101193,0.48983117938041687,0,NO,0%
C101200,0.837995171546936,1,NO,0%
C101203,0.26380982995033264,0,NO,0%
C101204,0.8601030111312866,1,NO,0%
C101206,0.09752685576677322,0,NO,0%
C101209,0.057729341089725494,0,NO,0%
C101213,0.48330172896385193,0,YES,0%
C101218,0.16224132478237152,0,NO,0%
C101220,0.7158055305480957,1,NO,0%
C101221,0.41563186049461365,0,NO,0%
C101224,0.6064881682395935,1,NO,0%
C101230,0.6089246273040771,1,NO,0%
C101231,0.8585569262504578,1,NO,0%
C101232,0.35351642966270447,0,NO,0%
C101239,0.6381305456161499,1,NO,0%
C101242,0.5425282716751099,1,NO,0%
C101252,0.44922155141830444,0,NO,0%
C101255,0.8224068284034729,1,NO,0%
C101256,0.48333320021629333,0,YES,0%
C101258,0.4101209044456482,0,NO,0%
C101264,0.591160774230957,1,NO,0%
C101269,0.0931469276547432,0,NO,0%
C101271,0.5492725372314453,1,NO,0%
C101277,0.44727009534835815,0,NO,0%
C101278,0.7132171988487244,1,NO,0%
C101284,0.30269333720207214,0,NO,0%
C101287,0.5924443602561951,1,NO,0%
C101291,0.30514612793922424,0,NO,0%
C101295,0.7614908814430237,1,NO,0%
C101298,0.5310296416282654,1,NO,0%
C101300,0.8799996376037598,1,NO,0%
C101304,0.26483848690986633,0,NO,0%
C101305,0.2314283847808838,0,NO,0%
C101316,0.09585694968700409,0,NO,0%
C101318,0.8452211618423462,1,NO,0%
C101325,0.19478477537631989,0,NO,0%
C101326,0.1510360687971115,0,NO,0%
C101345,0.44784030318260193,0,YES,0%
C101349,0.20658628642559052,0,NO,0%
C101352,0.821647047996521,1,NO,0%
C101355,0.5100353956222534,1,NO,0%
C101356,0.2835518717765808,0,NO,0%
C101359,0.8780425786972046,1,NO,0%
C101360,0.8403334617614746,1,NO,0%
C101366,0.45094913244247437,0,NO,0%
C101368,0.4621206820011139,0,NO,0%
C101372,0.9344387650489807,1,NO,0%
C101376,0.16818556189537048,0,NO,0%
C101386,0.5366414785385132,1,NO,0%
C101388,0.7932485938072205,1,NO,0%
C101392,0.14260528981685638,0,NO,0%
C101393,0.19934338331222534,0,NO,0%
C101395,0.8554050922393799,1,NO,0%
C101398,0.1385658085346222,0,NO,0%
C101406,0.627032458782196,1,NO,0%
C101409,0.8130230903625488,1,NO,0%
C101412,0.537108838558197,1,NO,0%
C101414,0.5306889414787292,1,NO,0%
C101416,0.7453067898750305,1,NO,0%
C101422,0.8304100632667542,1,NO,0%
C101424,0.7192244529724121,1,NO,0%
C101437,0.2877930700778961,0,NO,0%
C101444,0.249210923910141,0,NO,0%
C101445,0.336529403924942,0,YES,0%
C101446,0.9487974047660828,1,NO,0%
C101449,0.08733485639095306,0,NO,0%
C101451,0.2841811776161194,0,NO,0%
C101453,0.7599204182624817,1,NO,0%
C101457,0.31285062432289124,0,NO,0%
C101458,0.2922539710998535,0,NO,0%
C101459,0.3605678379535675,0,NO,0%
C101460,0.7982357144355774,1,NO,0%
C101461,0.29900556802749634,0,NO,0%
C101462,0.19054876267910004,0,NO,0%
C101473,0.5962150692939758,1,NO,0%
C101477,0.747951865196228,1,NO,0%
C101478,0.33529603481292725,0,NO,0%
C101479,0.16140438616275787,0,NO,0%
C101489,0.48243412375450134,0,NO,0%
C101501,0.3227969706058502,0,NO,0%
C101511,0.11871619522571564,0,NO,0%
C101514,0.11637619882822037,0,NO,0%
C101516,0.5375291109085083,1,NO,0%
C101528,0.7763127684593201,1,NO,0%
C101532,0.08783423900604248,0,NO,0%
C101534,0.9343064427375793,1,NO,0%
C101535,0.29009121656417847,0,NO,0%
C101538,0.7261264324188232,1,NO,0%
C101542,0.5481774210929871,1,NO,0%
C101543,0.3670750558376312,0,NO,0%
C101545,0.37114548683166504,0,NO,0%
C101546,0.8718020915985107,1,NO,0%
C101551,0.11915029585361481,0,NO,0%
C101552,0.8425363898277283,1,NO,0%
C101553,0.20735660195350647,0,NO,0%
C101563,0.5536187291145325,1,NO,0%
C101564,0.7235438227653503,1,NO,0%
C101565,0.020721862092614174,0,NO,0%
C101567,0.4836590588092804,0,NO,0%
C101575,0.7982663512229919,1,NO,0%
C101577,0.13099883496761322,0,NO,0%
C101581,0.839523196220398,1,NO,0%
C101585,0.6500908136367798,1,NO,0%
C101589,0.33843228220939636,0,NO,0%
C101592,0.20783154666423798,0,NO,0%
C101593,0.14658302068710327,0,NO,0%
C101594,0.7135049700737,1,NO,0%
C101595,0.286101371049881,0,NO,0%
C101597,0.05896374583244324,0,NO,0%
C101599,0.10753198713064194,0,NO,0%
C101606,0.7395499348640442,1,NO,0%
C101611,0.5352630615234375,1,NO,0%
C101614,0.13574370741844177,0,NO,0%
C101624,0.4938106834888458,0,NO,0%
C101625,0.13012120127677917,0,NO,0%
C101632,0.2717559337615967,0,NO,0%
C101635,0.3432409167289734,0,NO,0%
C101636,0.3022581934928894,0,YES,0%
C101637,0.1661853790283203,0,NO,0%
C101643,0.5857529044151306,1,NO,0%
C101645,0.9626601338386536,1,NO,0%
C101649,0.7729604840278625,1,NO,0%
C101655,0.4874281883239746,0,NO,0%
C101658,0.0954216718673706,0,NO,0%
C101659,0.1079898551106453,0,NO,0%
C101662,0.4078536033630371,0,NO,0%
C101665,0.43985748291015625,0,NO,0%
C101669,0.734000027179718,1,NO,0%
C101673,0.46935561299324036,0,NO,0%
C101674,0.8765886425971985,1,NO,0%
C101678,0.5221032500267029,1,NO,0%
C101680,0.32504189014434814,0,YES,0%
C101685,0.44388607144355774,0,NO,0%
C101692,0.8613821268081665,1,NO,0%
C101693,0.8122783303260803,1,NO,0%
C101694,0.6523619890213013,1,NO,0%
C101701,0.33247432112693787,0,NO,0%
C101702,0.3275660574436188,0,YES,10%
C101703,0.1901683807373047,0,NO,0%
C101705,0.0811476930975914,0,NO,0%
C101709,0.5457750558853149,1,NO,0%
C101714,0.494236558675766,0,NO,0%
C101715,0.8614916801452637,1,NO,0%
C101721,0.17027580738067627,0,NO,0%
C101722,0.45028287172317505,0,NO,0%
C101727,0.1698375940322876,0,NO,10%
C101729,0.6915913820266724,1,NO,0%
C101733,0.4020189642906189,0,NO,0%
C101734,0.4684177041053772,0,NO,0%
C101739,0.19489137828350067,0,NO,0%
C101741,0.3924672603607178,0,YES,0%
C101744,0.8217705488204956,1,NO,0%
C101745,0.2631331980228424,0,NO,0%
C101750,0.07118532061576843,0,NO,0%
C101753,0.5736297965049744,1,NO,0%
C101754,0.6017557978630066,1,NO,0%
C101756,0.6079588532447815,1,NO,0%
C101757,0.810034453868866,1,NO,0%
C101758,0.62774258852005,1,NO,0%
C101759,0.4242476522922516,0,NO,0%
C101771,0.14491289854049683,0,NO,0%
C101780,0.6629665493965149,1,NO,0%
C101782,0.2327580600976944,0,NO,0%
C101791,0.7982663512229919,1,NO,0%
C101793,0.6095932722091675,1,NO,0%
C101796,0.3873548209667206,0,NO,0%
C101803,0.2470378875732422,0,NO,0%
C101805,0.41745224595069885,0,YES,0%
C101806,0.6783357262611389,1,NO,0%
C101814,0.4817506670951843,0,NO,0%
C101828,0.8127903938293457,1,NO,0%
C101831,0.6215158700942993,1,NO,0%
C101834,0.12138406187295914,0,NO,0%
C101838,0.165287047624588,0,NO,0%
C101839,0.7524621486663818,1,NO,0%
C101843,0.43088433146476746,0,NO,0%
C101846,0.183340385556221,0,NO,0%
C101851,0.7761494517326355,1,NO,0%
C101852,0.3814263939857483,0,NO,0%
C101858,0.35661494731903076,0,YES,0%
C101859,0.23729290068149567,0,NO,0%
C101861,0.3048359751701355,0,NO,0%
C101864,0.41716212034225464,0,NO,0%
C101868,0.4140268564224243,0,NO,0%
C101872,0.5450097322463989,1,NO,0%
C101876,0.8535963296890259,1,NO,0%
C101879,0.5555736422538757,1,NO,0%
C101886,0.6707189083099365,1,NO,0%
C101892,0.2813354730606079,0,NO,0%
C101893,0.5370523929595947,1,NO,0%
C101898,0.6135396957397461,1,NO,0%
C101900,0.16137313842773438,0,NO,0%
C101901,0.5031740665435791,1,NO,0%
C101903,0.8907352685928345,1,NO,0%
C101904,0.4929410219192505,0,NO,0%
C101906,0.914165735244751,1,NO,0%
C101908,0.21206256747245789,0,NO,0%
C101914,0.6170550584793091,1,NO,0%
C101918,0.911487877368927,1,NO,0%
C101920,0.19934338331222534,0,NO,0%
C101921,0.1004580557346344,0,NO,0%
C101927,0.5142693519592285,1,NO,0%
C101932,0.7366161942481995,1,NO,0%
C101936,0.3444851040840149,0,NO,0%
C101937,0.7609736919403076,1,NO,0%
C101938,0.10336099565029144,0,NO,0%
C101939,0.5421819090843201,1,NO,0%
C101940,0.7524868845939636,1,NO,0%
C101953,0.4378511607646942,0,NO,0%
C101954,0.821968674659729,1,NO,0%
C101966,0.2340468019247055,0,NO,0%
C101969,0.5487344861030579,1,NO,0%
C101981,0.266771137714386,0,NO,0%
C101982,0.2408367544412613,0,NO,0%
C101989,0.649884045124054,1,NO,0%
C101991,0.18663014471530914,0,NO,0%
C101997,0.3689282536506653,0,NO,0%
C101999,0.2422151416540146,0,NO,0%
C102000,0.49654802680015564,0,NO,0%
C102003,0.2627052068710327,0,NO,0%
C102004,0.5526313781738281,1,NO,0%
C102009,0.27637872099876404,0,NO,0%
C102013,0.09422547370195389,0,NO,0%
C102015,0.4242476522922516,0,NO,0%
C102017,0.3470006585121155,0,NO,0%
C102019,0.29915735125541687,0,NO,0%
C102021,0.4733664393424988,0,NO,0%
C102023,0.7814419269561768,1,NO,0%
C102031,0.4849795699119568,0,NO,0%
C102035,0.7498692870140076,1,NO,0%
C102038,0.41270911693573,0,NO,0%
C102041,0.3455977439880371,0,YES,0%
C102049,0.39373263716697693,0,NO,0%
C102050,0.46986326575279236,0,NO,0%
C102051,0.8655741214752197,1,NO,0%
C102053,0.5604234933853149,1,NO,0%
C102054,0.8350582718849182,1,NO,0%
C102057,0.5159162282943726,1,NO,0%
C102058,0.5489771962165833,1,NO,0%
C102060,0.28841638565063477,0,NO,0%
C102063,0.29468658566474915,0,NO,0%
C102066,0.5330945253372192,1,NO,0%
C102069,0.5329992771148682,1,NO,0%
C102070,0.10966693609952927,0,NO,0%
C102076,0.34765931963920593,0,NO,0%
C102078,0.14408792555332184,0,NO,0%
C102083,0.2210557758808136,0,NO,0%
C102088,0.915429413318634,1,NO,0%
C102097,0.6855611801147461,1,NO,0%
C102102,0.6889955997467041,1,NO,0%
C102107,0.5145861506462097,1,NO,0%
C102123,0.2186003178358078,0,NO,0%
C102128,0.8052982091903687,1,NO,0%
C102129,0.24968399107456207,0,NO,0%
C102135,0.7153879404067993,1,NO,0%
C102140,0.6919133067131042,1,NO,0%
C102144,0.3955226242542267,0,NO,0%
C102147,0.5325208306312561,1,NO,0%
C102149,0.42851945757865906,0,NO,0%
C102161,0.3070497214794159,0,NO,0%
C102164,0.46377384662628174,0,NO,0%
C102167,0.15550892055034637,0,NO,0%
C102171,0.9794193506240845,1,NO,0%
C102176,0.7838326096534729,1,NO,0%
C102183,0.36353984475135803,0,YES,0%
C102186,0.893500804901123,1,NO,0%
C102188,0.19154095649719238,0,NO,0%
C102189,0.291816383600235,0,NO,0%
C102198,0.20492780208587646,0,NO,0%
C102207,0.8437765836715698,1,NO,0%
C102209,0.6486928462982178,1,NO,0%
C102220,0.8642402291297913,1,NO,0%
C102221,0.39697524905204773,0,NO,0%
C102224,0.3645009398460388,0,NO,0%
C102234,0.227395698428154,0,NO,0%
C102236,0.706705629825592,1,NO,0%
C102237,0.30277055501937866,0,YES,0%
C102239,0.2289959192276001,0,NO,0%
C102245,0.9765817523002625,1,NO,0%
C102246,0.4446212947368622,0,YES,0%
C102250,0.3012629747390747,0,YES,0%
C102251,0.549920380115509,1,NO,0%
C102258,0.5239057540893555,1,NO,0%
C102260,0.4705394506454468,0,NO,0%
C102262,0.1464642435312271,0,NO,0%
C102264,0.331881582736969,0,NO,0%
C102268,0.12660656869411469,0,NO,0%
C102271,0.4624149203300476,0,NO,0%
C102272,0.1340336799621582,0,NO,0%
C102274,0.3033367693424225,0,YES,0%
C102276,0.3573315739631653,0,NO,0%
C102279,0.6281918883323669,1,NO,0%
C102288,0.11696457862854004,0,NO,0%
C102289,0.5649716854095459,1,NO,0%
C102292,0.6273174285888672,1,NO,0%
C102295,0.7701734900474548,1,NO,0%
C102306,0.40295127034187317,0,NO,0%
C102313,0.45587456226348877,0,NO,0%
C102316,0.7547819018363953,1,NO,0%
C102319,0.5065293312072754,1,NO,0%
C102330,0.582831621170044,1,NO,0%
C102337,0.11425333470106125,0,NO,0%
C102340,0.2645513713359833,0,NO,0%
C102342,0.4989950656890869,0,NO,0%
C102343,0.29267653822898865,0,NO,0%
C102345,0.8625465631484985,1,NO,0%
C102360,0.6080373525619507,1,NO,0%
C102372,0.22275160253047943,0,NO,0%
C102375,0.9495845437049866,1,NO,0%
C102389,0.5310296416282654,1,NO,0%
C102392,0.33073902130126953,0,NO,0%
C102397,0.3670750558376312,0,NO,0%
C102398,0.3655053675174713,0,NO,0%
C102407,0.8191693425178528,1,NO,0%
C102408,0.23726525902748108,0,NO,0%
C102409,0.14610500633716583,0,NO,0%
C102413,0.3944260776042938,0,NO,0%
C102418,0.4703196585178375,0,NO,0%
C102419,0.37230685353279114,0,NO,0%
C102420,0.36040961742401123,0,NO,0%
C102421,0.3361453413963318,0,NO,0%
C102423,0.6293553113937378,1,NO,0%
C102424,0.44475510716438293,0,NO,0%
C102426,0.29042431712150574,0,NO,0%
C102430,0.11989235132932663,0,NO,0%
C102434,0.32504189014434814,0,YES,0%
C102441,0.4024216830730438,0,NO,0%
C102442,0.898375391960144,1,NO,0%
C102443,0.13355134427547455,0,NO,0%
C102444,0.48892566561698914,0,NO,0%
C102449,0.1166028380393982,0,NO,0%
C102453,0.2983269691467285,0,NO,0%
C102454,0.45643872022628784,0,NO,0%
C102455,0.5777087807655334,1,NO,0%
C102464,0.8191215991973877,1,NO,0%
C102465,0.32852742075920105,0,NO,0%
C102466,0.651654839515686,1,NO,0%
C102475,0.4133276641368866,0,NO,0%
C102487,0.3879450559616089,0,NO,0%
C102490,0.658675491809845,1,NO,0%
C102493,0.2568090856075287,0,NO,0%
C102496,0.8119521141052246,1,NO,0%
C102506,0.3168732225894928,0,NO,0%
C102509,0.3019189238548279,0,NO,0%
C102518,0.6769741773605347,1,NO,0%
C102519,0.5456664562225342,1,NO,0%
C102527,0.20251627266407013,0,NO,0%
C102531,0.521354615688324,1,NO,0%
C102539,0.6729543805122375,1,NO,0%
C102540,0.5438166856765747,1,NO,0%
C102547,0.597836434841156,1,NO,0%
C102548,0.2794140875339508,0,NO,0%
C102550,0.7855062484741211,1,NO,0%
C102551,0.12798404693603516,0,NO,0%
C102553,0.1269523799419403,0,NO,0%
C102555,0.3144601285457611,0,NO,0%
C102559,0.49720215797424316,0,NO,0%
C102560,0.7182292938232422,1,NO,0%
C102561,0.15391112864017487,0,NO,0%
C102565,0.45653659105300903,0,NO,0%
